Bus Stop Number,Latitude Position,Longitude Position,Bus Stop Name
19091,1.307392778,103.7820822,S'pore Poly
19099,1.306959283,103.7819302,Opp S'pore Poly
20011,1.313086246,103.7612873,Blk 506
20019,1.313576111,103.7615108,Blk 431
20021,1.316689043,103.7579229,Hong Leong Shop Ctr
20029,1.31776998,103.7576127,Opp Hong Leong Shop Ctr
20031,1.320559871,103.7546468,The Infiniti
20039,1.321024998,103.7547151,Opp The Infiniti
20051,1.322587082,103.7475443,Cycle & Carriage
20059,1.323321088,103.7476935,Opp Cycle & Carriage
20061,1.323806141,103.7429857,Aft Jurong Town Hall Rd
20069,1.324056365,103.7441879,Bef Jurong Town Hall Rd
20081,1.326604729,103.7387923,Carrier S'pore
20089,1.327029677,103.739223,Opp Carrier S'pore
20101,1.319937142,103.7622014,Nan Hua Pr Sch
20109,1.320852201,103.76207,Blk 203
20121,1.320239722,103.73708,Opp Blk 51
20129,1.32034555,103.7375411,Bet Blks 50/51
20131,1.315593616,103.7518512,S'pore Food Industries Bldg
20139,1.315841669,103.7520438,Opp Angliss Bldg
20141,1.317719998,103.7487711,Opp Blk 408
20149,1.317959697,103.7489727,Blk 408
20151,1.318296687,103.7463105,Opp Blk 411
20159,1.318511375,103.7464017,Blk 411
20161,1.319154766,103.742137,Opp Blks 34/35
20169,1.319283478,103.7425125,Blk 35
20171,1.319676814,103.7398443,Opp Blk 47
20179,1.32000212,103.7391007,Aft Teban Gdns Rd
20181,1.320484789,103.7474585,Ayer Rajah CC
20189,1.320305014,103.747273,Opp Ayer Rajah CC
20191,1.319241667,103.7484564,Blk 407
20199,1.319081111,103.7481997,Blk 410
20201,1.321276111,103.7434053,Teban Gdn PO
20209,1.320433333,103.7440744,Bef Jurong Town Hall Rd
20211,1.321771939,103.74184,Blk 41
20219,1.3220569,103.7414333,Opp Blk 41
20231,1.322344073,103.739444,Bef Hasanah Mque
20239,1.322468796,103.7394701,Aft Hasanah Mque
20241,1.321162775,103.7363836,Opp Blk 51
20249,1.32162,103.7367036,Blk 54
20251,1.31975501,103.744471,Bef Teban Gdns Rd
20259,1.319621876,103.74477,C'wealth Sec Sch
20261,1.321599731,103.7454642,Aft Pandan Gdns
20269,1.321517806,103.7458094,Bef Pandan Gdns
20271,1.325275533,103.7455089,Opp German Ctr
20281,1.312342195,103.7548421,Opp The Japanese Sec Sch
20289,1.312488018,103.7550342,The Japanese Sec Sch
20291,1.310950623,103.7577143,Tanglin Sec Sch
20299,1.310928042,103.7585754,Opp Tanglin Sec Sch
20309,1.310623031,103.7540377,Blk 19
20319,1.312594685,103.7528442,Blk 24
20329,1.315033046,103.7510207,S'pore Food Ind
20331,1.313291389,103.7492633,Vejoil Pte Ltd
20341,1.311864722,103.7504733,Pan Tech Ind Cplx
21011,1.325343288,103.7286685,Aft Jurong Lake
21019,1.325548678,103.7270332,Aft Yuan Ching Rd
21021,1.324193222,103.7237901,Bef Jurong Port Rd
21029,1.324315132,103.7216714,Aft Corporation Pl
21041,1.320919722,103.7201203,Aft Jln Terusan
21049,1.321072505,103.7202452,Bef Jln Terusan
21069,1.312373056,103.7191853,Bef Jln Tepong
21071,1.313942214,103.7222674,Jurong Abattoir
21079,1.31342751,103.7227976,Opp Jurong Abattoir
21089,1.312064875,103.7229645,Bef Jln Buroh
21099,1.310143773,103.7111035,Jurong Island Checkpt
21109,1.311002999,103.7210977,Ctrl Fish Proc Fty
21111,1.314426405,103.7123833,Aft Jurong Pier Rd
21119,1.313972918,103.7120194,Bef Jurong Pier Rd
21121,1.314596215,103.7148321,SPC Svc Stn
21129,1.314219807,103.714829,Opp SPC Svc Stn
21131,1.314708333,103.7179936,Bef Jurong Port Rd
21139,1.314330447,103.7184656,Aft Jurong Port Rd
21141,1.315174311,103.7195737,Aft Jln Buroh
21149,1.315647364,103.7198746,Jurong Port Workshops
21151,1.316992032,103.7198894,CWT Distripark
21159,1.318685624,103.7204292,Sin Soon Huat
21161,1.350439494,103.7127413,Blk 220
21169,1.350743561,103.7127581,Jurong JC
21171,1.325816389,103.7190661,Opp Corporation Pl
21179,1.325861667,103.7192953,Corporation Pl
21181,1.330237475,103.7210073,Opp Blk 5
21189,1.330260466,103.7212229,Blk 5
21191,1.332909822,103.7204454,Jurong Stadium
21199,1.333309472,103.7205129,Opp Jurong Stadium
21201,1.336833964,103.7177864,Sime Rengo Packaging Ltd
21209,1.336876486,103.718056,Opp Sime Rengo Packaging Ltd
21211,1.340049722,103.7160683,Opp Lakepoint Condo
21219,1.340103561,103.7162593,Lakepoint Condo
21229,1.342003461,103.7160202,Opp S'pore Aerospace Mfg
21231,1.343595351,103.7159904,Blk 203
21239,1.344504826,103.7163304,Opp Blk 203
21241,1.349736652,103.7123543,Blk 220
21249,1.34958422,103.7124932,Blk 213
21251,1.336241214,103.7103474,Sime Darby
21259,1.336041349,103.710437,Opp Sime Darby
21261,1.33393514,103.7102509,Bef Smithkline
21269,1.334181836,103.7104976,Unit 53
21271,1.334658968,103.7194732,Opp Assyakirin Mque
21279,1.334912826,103.7195252,Assyakirin Mque
21291,1.31585423,103.7094335,Opp Bilcon Ind
21299,1.315870349,103.7099458,Aft Bilcon Ind
21301,1.318497215,103.7099705,Opp Jln Pesawat
21309,1.319190308,103.710547,Aft Jln Pesawat
21311,1.323205141,103.7095638,Bef Tractor Rd
21319,1.323773402,103.7098042,Opp Tractor Rd
21321,1.326240558,103.7088543,BRC Weld Mesh Fty
21329,1.326915483,103.7090179,Opp BRC Weld Mesh Fty
21331,1.330290492,103.7079679,Opp Premier Milk Pte Ltd
21339,1.330424656,103.7083232,Premier Milk Pte Ltd
21341,1.335173458,103.7089583,Opp Beecham Pte Ltd
21349,1.335064598,103.7092447,Beecham Pte Ltd
21351,1.338821386,103.7095643,Opp Chartered Ind
21359,1.338670103,103.7099597,Chartered Ind
21361,1.343023233,103.7076718,Blk 695
21369,1.343091237,103.7080031,Opp Blk 695
21371,1.345227226,103.7061787,Blk 680C
21379,1.345348552,103.7064891,Blk 263
21381,1.34961227,103.7085557,St. Joseph's Home
21389,1.349483942,103.709014,Opp St. Joseph's Home
21391,1.344850642,103.7084794,River Valley High Sch
21399,1.34481408,103.7080599,Opp River Valley High Sch
21409,1.343389693,103.7120706,Blk 191
21411,1.343932701,103.7103305,Opp Blk 188
21419,1.343880607,103.7105765,Blk 188
21421,1.347203078,103.710326,Blk 176
21429,1.347402033,103.7105915,Blk 185
21431,1.347656389,103.7124106,Blk 210
21439,1.348422778,103.7116589,Boon Lay CC
21441,1.346382425,103.7132623,Blk 207
21449,1.346398056,103.7130614,Boon Lay Shop Ctr
21451,1.345248333,103.71473,Blk 206
21459,1.345580455,103.7149133,Blk 209
21461,1.327319722,103.7179936,Bef Lor Tukang Lima
21469,1.327475,103.7180853,Bef Chia Ping Rd
21471,1.326731389,103.7154267,Aft Lor Tukang Empat
21479,1.326918056,103.7157017,Hup Leck Heavy Equipment
21481,1.32600146,103.7120884,Bef Lor Tukang Dua
21489,1.326278397,103.7126543,Aft Ray Lee
21491,1.326863545,103.7108268,Bef Boon Lay Way
21499,1.32655549,103.7110243,Bef Jln Tukang
21501,1.330427715,103.7100021,Premier Milk Pte Ltd
21509,1.331156391,103.7099872,Opp Meiji Seika
21511,1.333119969,103.711077,Opp Amoy Canning
21519,1.33295908,103.7112916,Amoy Canning
21521,1.334138933,103.7145853,PB Packaging Systems
21529,1.334083039,103.7150971,Opp Grandluxe
21531,1.331875761,103.7163448,Clariant S'pore
21539,1.331361524,103.7163309,Opp Kaily Packaging
21541,1.331380758,103.7198636,Jurong Town Swim Cplx
21549,1.330882806,103.7189959,Automotive Technology
21551,1.326661043,103.7209862,Blk 151
21559,1.326626599,103.7206391,CISCO Recall
21561,1.328893152,103.7227432,Blk 158
21569,1.328572039,103.7228981,Opp Blk 158
21571,1.330567195,103.7230701,Opp Jurong Sec Sch
21579,1.330134723,103.7231809,Jurong Sec Sch
21581,1.33243351,103.7232864,Blk 65
21589,1.332465687,103.7234581,Blk 103
21591,1.334761036,103.7224281,Opp Blk 117
21599,1.334683562,103.7226849,Blk 117
21601,1.337270296,103.7210977,Blk 357
21609,1.337751668,103.7210263,Opp Blk 364
21611,1.338364342,103.7193196,Blk 367
21619,1.337935099,103.7181621,Aft Corporation Rd
21621,1.339214998,103.7220593,Blk 354
21629,1.33954477,103.7227567,Blk 334
21631,1.333636261,103.7249361,Opp Japanese Gdn
21639,1.333788611,103.7251164,Japanese Gdn
21641,1.336301262,103.7250087,Opp Lakeside Apt
21649,1.336708866,103.7251798,Lakeside Apt
21651,1.338730149,103.7240217,Opp Chinese Gdn
21659,1.338960105,103.7241081,Chinese Gdn
21661,1.341765605,103.7214143,Yuan Ching Sec Sch
21669,1.341342145,103.7220952,Opp Blk 134D
21671,1.338065,103.7237617,Blk 331
21679,1.337762198,103.7235836,Blk 329
21681,1.342287323,103.714663,Opp Blk 200
21689,1.342419846,103.7144234,Blk 200
21691,1.341078598,103.7113881,Opp Jurong Fire Stn
21699,1.341549821,103.7120308,Jurong Fire Stn
21711,1.346998842,103.7157628,Bet Blks 523/525
21719,1.347794746,103.715073,Opp Blk 529
21751,1.330893333,103.7248047,Jurong Sec Sch
21759,1.330323876,103.7249113,Opp Jurong Sec Sch
21761,1.328313333,103.7247681,Blk 138B
21769,1.328475541,103.7249038,Opp Blk 143
21771,1.326579924,103.7237302,Aft Corporation Dr
21779,1.326435722,103.7242577,Aft Yuan Ching Rd
21799,1.329021459,103.7237798,Taman Jurong Ter
22009,1.339323347,103.705457,Boon Lay Int
22011,1.32129798,103.707755,Jurong Bird Pk
22019,1.322024022,103.7071133,Opp Jurong Bird Pk
22021,1.321682451,103.7036931,Opp PCI
22029,1.322449717,103.7026821,PCI
22031,1.32216806,103.6985518,Sankyu S'pore
22039,1.322840765,103.6986162,Markono Holdings
22041,1.314635,103.6987308,Aft Tg Kling Rd
22049,1.314466389,103.6978889,Bef Tg Kling Rd
22051,1.313869167,103.7020447,Opp Sembawang Kimtrans
22059,1.313606111,103.7012625,Sembawang Kimtrans
22061,1.314276178,103.704641,Opp Cooling Sys Pte Ltd
22069,1.31365448,103.7037946,Cooling Sys Pte Ltd
22071,1.314336368,103.7069513,Bef Jurong Pier Rd
22079,1.313943992,103.7080498,Aft Jurong Pier Rd
22081,1.305995557,103.7003759,Opp Natsteel
22089,1.305892778,103.7008781,Natsteel
22091,1.308807216,103.6965559,Aft Jln Samulun
22099,1.308797648,103.6968896,Bef Jln Samulun
22141,1.317319604,103.6963118,Aft Jln Buroh
22149,1.317333006,103.6959517,Bef Jln Buroh
22151,1.320952337,103.6962716,Hitachi
22159,1.320952433,103.6966332,Opp Hitachi
22161,1.325516569,103.6964311,Opp Overseas Textile Ind
22169,1.326245429,103.6966158,Opp Joo Ann Eating Hse
22171,1.329541667,103.6963769,AMTEK
22179,1.330004723,103.6966591,Bef Secura
22181,1.333016111,103.6963769,S'pore Post
22189,1.333697107,103.6966629,Bef S'pore Post
22191,1.33130584,103.6983275,Soon Lee Depot
22199,1.331039138,103.6985457,Opp Soon Lee Depot
22219,1.327645561,103.7026074,Aft Neythal Rd
22221,1.327909161,103.6978569,Aft Pioneer Rd Nth
22229,1.327643343,103.6988747,Bef Pioneer Rd Nth
22231,1.340794867,103.697179,Blk 639
22239,1.340819722,103.6974219,Blk 624
22241,1.340122707,103.6993839,Opp Blk 622
22249,1.340160074,103.6986544,Blk 622
22251,1.340733333,103.7026567,Blk 665A
22259,1.340891364,103.7025464,Blk 668D
22271,1.329245828,103.7001115,Jebsen & Jessen
22281,1.328492643,103.7037526,Aft Soon Lee Rd
22289,1.329263333,103.70284,Bef Fan Yoong Rd
22299,1.330688334,103.7017741,Seng Mee Trading
22309,1.33327,103.7033808,Aft Fan Yoong Rd
22319,1.331981389,103.7054525,Chun Chun Mfg
22329,1.330243469,103.7050159,Opp Sam Mccoy Engrg
22331,1.304858477,103.7031792,Jurong Shipyard
22341,1.344916161,103.7010333,Blk 673C
22349,1.345205373,103.7007963,Blk 734A
22351,1.342774219,103.6980338,Opp Blk 717
22359,1.342526667,103.6972753,Blk 717
22361,1.340778056,103.6958728,Blk 641
22369,1.340331864,103.6951104,Blk 705
22391,1.313427499,103.6957231,Bef Jln Buroh
22399,1.313457071,103.696016,Aft Jln Buroh
22401,1.310078753,103.6971497,Aft Shipyard Rd
22409,1.310142566,103.6974199,Bef Shipyard Rd
22411,1.34626796,103.703801,Blk 676B
22419,1.346225978,103.7028613,Jurong West Sub-Stn
22421,1.307755,103.6987239,Natl Oxygen Pte Ltd
22429,1.307257497,103.6990807,Opp Natl Oxygen Pte Ltd
22431,1.333082426,103.7074221,Opp Par Investment
22439,1.333112575,103.7068094,Aft Par Investment
22441,1.342669872,103.7036275,Blk 669
22449,1.342762115,103.7038066,Blk 685B
22451,1.338734159,103.6954106,Opp Blk 643
22459,1.339186752,103.6954552,Blk 643
22461,1.335961944,103.696205,Opp Blk 653B
22469,1.336490625,103.6963187,Blk 653B
22471,1.335090477,103.6931454,Bef Pioneer Rd Nth
22479,1.334742425,103.6931026,Aft Pioneer Rd Nth
22481,1.342462238,103.7055409,Blk 691A CP
22489,1.342584603,103.7053683,Blk 683A
22491,1.337212743,103.704782,Blk 662D
22499,1.337527553,103.7048816,Opp Blk 662C
22501,1.337677714,103.7029785,Blk 662A
22509,1.337986912,103.7032587,Blk 663E
22511,1.337468956,103.7003014,Blk 658C
22519,1.337750252,103.6999522,Blk 608
22521,1.337425997,103.697737,Blk 651A
22529,1.337748833,103.6971125,Blk 649A
22531,1.339226733,103.6981438,Opp Jurong West Pr Sch
22539,1.339195237,103.6983868,Jurong West Pr Sch
22541,1.334968048,103.6976102,Blk 655
22549,1.334635631,103.6979536,Opp Blk 655
22551,1.334982043,103.7006562,Blk 657
22559,1.334654622,103.701014,Opp Blk 657
22561,1.334970385,103.7041443,Blk 660
22569,1.334649396,103.704582,Opp Blk 660
22591,1.344258333,103.7032958,Blk 670A
22599,1.344840383,103.703081,Blk 678D
22609,1.330482103,103.6983014,Soon Lee Bus Pk
23011,1.322405185,103.6925083,Carrier Transicold Pte Ltd
23019,1.323021,103.692567,Nippon Paint
23021,1.322435952,103.6851861,General Motors
23029,1.323021944,103.6862289,Stamford Tyre
23031,1.322395431,103.6809911,Phillips Electronics
23039,1.323031111,103.6815139,Opp Phillips Electronics
23041,1.333340887,103.6905597,Opp Jurong Camp
23049,1.334173076,103.6906602,Jurong Camp
23051,1.331689722,103.6892814,Bef Kian Teck Rd
23059,1.330712847,103.6881376,Aft Kian Teck Rd
23061,1.329527778,103.6865222,Aft Kian Teck Rd
23069,1.329899505,103.6858202,Bef Kian Teck Rd
23071,1.32977056,103.682578,Opp SAFTI Military Inst
23079,1.330179089,103.6818154,SAFTI Military Inst
23081,1.330116606,103.678268,Opp S'pore Discovery Ctr
23089,1.330433729,103.6784347,S'pore Discovery Ctr
23091,1.324518616,103.6927623,Nippon
23099,1.324671172,103.6928614,Bef First Lok Yang Rd
23101,1.324534722,103.6909133,Opp Nichias (S)
23109,1.324681389,103.6906839,Aft Third Lok Yang Rd
23111,1.324546667,103.6883647,Hitachi Cable
23119,1.324675615,103.6884774,Opp Hitachi Cable Pte Ltd
23121,1.324549519,103.6856463,Hitachi Cable
23129,1.324680967,103.6855876,Opp PCB Ltd
23131,1.325371111,103.6840469,Opp Leroy Somer
23139,1.325171667,103.6841478,Bef Lok Yang Way
23141,1.326668807,103.6840151,Opp Varco
23149,1.326830346,103.6841647,Metoxide Pte Ltd
23151,1.32788229,103.6848346,Containers Printers
23159,1.32766374,103.6856335,Aft Fifth Lok Yang Rd
23161,1.327883956,103.6886947,Promoter Group
23169,1.327688333,103.6886764,Bef Kian Teck Rd
23171,1.327896036,103.6911897,SKK (S) Pte Ltd
23179,1.327672844,103.6910203,Aft Second Lok Yang Rd
23181,1.327903056,103.6944886,Aft Kian Teck Rd
23189,1.327644597,103.6939753,Bef First Lok Yang Rd
23191,1.319661456,103.6836277,Opp S'pore Tpt Pte Ltd
23199,1.319512645,103.6831235,S'pore Tpt Pte Ltd
23201,1.3196459,103.6862855,Opp Shimano Pte Ltd
23209,1.319503271,103.6857761,Aft Shimano Pte Ltd
23211,1.317920619,103.6892047,Opp Regent Motors
23219,1.318327273,103.6885253,Aft Regent Motors
23221,1.308966596,103.671781,Aft Gul Way
23229,1.308687576,103.6718064,Opp Gul Way
23231,1.309265,103.6749183,Keppel Logistics
23239,1.30916,103.67513,Opp Keppel Logistics
23241,1.31025436,103.6798116,Aft Benoi Rd
23249,1.309903487,103.6794885,Bef Benoi Rd
23251,1.311722356,103.6837814,Aft Shipyard Rd
23259,1.311395562,103.683665,Bef Shipyard Rd
23261,1.312648632,103.6857734,Opp Exxon Mobil
23269,1.312406285,103.6857799,Exxon Mobil
23271,1.315324516,103.6916678,Aft Benoi Sector
23279,1.314928759,103.6916285,Bef Benoi Sector
23281,1.306506176,103.6789674,Aft Pioneer Rd
23291,1.303824095,103.6793048,S'pore Shipbldg Engrg
23301,1.302120571,103.679539,Bef Benoi Basin
23311,1.301786389,103.6774556,Keppel Shipyard
23321,1.30404333,103.6761848,Opp Sinip Steel Pte Ltd
23331,1.306893333,103.6758422,Opp JP Nelson
23341,1.311184964,103.678508,Aft Pioneer Rd
23349,1.310768551,103.6787158,Bef Pioneer Rd
23351,1.316154859,103.6787494,Aft Gul Ave
23359,1.315005008,103.6788828,Opp Gul Ave
23361,1.319107705,103.6788383,Opp S'pore Warehse & Tpt
23369,1.319078267,103.6791102,S'pore Warehse & Tpt
23371,1.325954453,103.6790815,Opp Hitachi Elect Devices
23379,1.326543123,103.6793944,Hitachi Elect Devices
23381,1.307784722,103.6944975,Plant Engrg
23389,1.307556447,103.693773,Opp Plant Engrg
23391,1.304791257,103.6921977,Far East Levingston
23399,1.305336389,103.6923708,Opp Far East Levingston
23401,1.303356189,103.6894909,Opp Mobil Marine Ter
23409,1.303521389,103.6893364,Mobil Marine Ter
23411,1.303663747,103.6863488,Aft Jurong Marine Base
23419,1.303807778,103.6861461,Opp Jurong Marine Base
23421,1.305518047,103.6845851,Comfort Holdings
23429,1.304568337,103.6847205,Opp Comfort Holdings
23431,1.308175,103.6845786,SEMCO
23439,1.30774278,103.6846866,Opp SML Shipyard Ltd
23441,1.313041869,103.678627,Opp Benoi Pl
23449,1.312841667,103.6787758,Benoi Pl
23451,1.304026667,103.6972844,Jurong Shipyard
23461,1.305469168,103.6964347,Selco Pte Ltd
23469,1.305085201,103.6968346,Opp Selco Pte Ltd
23471,1.319663409,103.6809719,Bef S'pore Tpt Pte Ltd
23479,1.319509245,103.6806599,Aft S'pore Tpt Pte Ltd
23481,1.327916917,103.6817467,Molex
23489,1.327596882,103.6804886,Opp Molex
23491,1.327924084,103.6778086,Joo Koon Stn
23499,1.327550924,103.678051,Joo Koon Stn
23501,1.324531603,103.6958354,Aft Pioneer Rd Nth
23509,1.32468013,103.6956168,Hoe Keng Motor
24011,1.32230924,103.6776263,M.C. Packaging Pte Ltd
24019,1.322887219,103.6772821,Liang Huat Ind Cplx
24021,1.321852572,103.6708798,Meritor Heavy Veh Systems
24029,1.322470964,103.6713266,Mazak S'pore
24041,1.330353131,103.6749932,Opp Pasir Laba Camp
24049,1.33094145,103.6737907,Pasir Laba Camp
24089,1.314455761,103.67069,Aft Gul Ave
24129,1.326141806,103.6698714,Opp Yeow San Pte Ltd
24139,1.327368758,103.6725012,Opp Toyo Ink
24149,1.327540111,103.6746632,Ind Svcs Pte Ltd
24159,1.326842223,103.6766424,Aft Joo Koon Rd
24169,1.310386247,103.6667159,Bef Gul Circle
24179,1.309403123,103.6647713,Opp Hong Hock Hardware
24189,1.311162291,103.6619381,Tai Sin Electric Cables
24199,1.313081523,103.6599367,JB Ind Pte Ltd
24209,1.315237641,103.6598693,Aft Gul Lane
24219,1.318227016,103.6626715,Toyo Glass Machinery
24229,1.319537781,103.6661535,Aft Gul St 3
24239,1.319791667,103.6690039,Bef Gul St 1
24249,1.320014171,103.6723107,Asiatic Agricultural Ind
24259,1.320224304,103.6756286,Chong Trading Pte Ltd
24269,1.317960072,103.6766083,Sing Huat Hardware
24279,1.314802775,103.6767463,Cameron Iron Works
24289,1.312404575,103.6748585,Opp Keppel T & T
24299,1.312158594,103.6716501,Aft Gul Way
24301,1.312609859,103.6658491,Opp AMF Far East
24331,1.308548333,103.6686833,Opp Robin Shipyard
24339,1.308406667,103.6689933,Robin Shipyard
24341,1.295596248,103.6706958,Opp Keppel Shipyard
24349,1.29557792,103.6709164,Keppel Shipyard
24351,1.298117633,103.6683905,Opp S'pore Takada Ind
24359,1.298225564,103.6685335,S'pore Takada Ind
24369,1.300776877,103.6669833,Dyna-Mac Engrg Svcs
24379,1.30366278,103.6658843,Opp Asia Ind Gases
24381,1.306888056,103.6653272,GE Keppel Energy Svcs
24389,1.306684311,103.6655156,Opp GE Keppel Energy Svcs
24391,1.298593199,103.664471,Chem-Solv Technologies
24401,1.300316389,103.6635578,Hoe Huat Engrg
24411,1.302437778,103.6617336,Gul Camp
24421,1.304632778,103.6595061,Opp Pan Abrasives Ltd
24431,1.307266111,103.6577,Aft Pioneer Sector 2
24441,1.307134983,103.6609683,Opp Hoechst S'pore
24451,1.305993401,103.6637872,Aft S'pore Steel Ltd
24461,1.297239315,103.6662602,Smarty BT Oilfield
24489,1.325743957,103.6711106,Steel Storage Asia
24499,1.32598701,103.6743957,Chuan Kiat Metal & Ind
24501,1.324248968,103.6647979,Bef Tuas Flyover
24509,1.324314785,103.6641162,Opp David Distribution
24511,1.319228236,103.6605581,Tuas Fire Stn
24519,1.320030337,103.6608075,Opp Tuas Fire Stn
24521,1.317440843,103.6588784,Bef Tuas Ave 5
24529,1.317212489,103.6581665,Aft Tuas Ave 5
24531,1.306226389,103.6568842,Utracon Corp
24539,1.304920202,103.6554803,Dundee Marine
24541,1.302756576,103.6556555,Opp Keppel Shipyard
24549,1.302736389,103.6554358,Keppel Shipyard
24559,1.300793056,103.65748,HQ 6 Div
24571,1.323675558,103.6690675,Nypro (S)
24581,1.324961389,103.6669958,Opp ESAB
24599,1.325622844,103.6692664,Bef Joo Koon Way
24601,1.31334,103.654865,Calvanizing
24609,1.313431037,103.6547517,Opp Calvanizing
24611,1.310855629,103.6525406,Bef Marinteknik
24619,1.31113972,103.6526047,Opp Marinteknik
24621,1.307971389,103.6497794,Aft Ocean Tanker
24629,1.308511389,103.6501553,Opp Ocean Tanker
24631,1.320566576,103.6782444,Bef Benoi Rd
24639,1.320410128,103.6779157,Aft Benoi Rd
24641,1.31424,103.6655139,Opp Tuboscope Vetco
